,statsbomb_xg,goal,time,player,team,shot_distance,inside_18,shot_angle,bodypart,technique,first_touch,assist,state_of_play
168,0.054932773000000004,False,49,Khadija Monifa Shaw,Manchester City WFC,18.239517537478893,False,86.23,Left Foot,Ground,False,Unassisted,Open Play - Shot
169,0.22304635,False,4,Emma Stina Blackstenius,Arsenal WFC,16.55838156342582,True,124.17,Right Foot,Ground,False,High Pass,Open Play - Shot
170,0.08331805,False,7,Laura Coombs,Manchester City WFC,16.633700730745396,True,71.78,Left Foot,Ground,True,Ground Pass,Open Play - Shot
171,0.031398043,True,13,Rafaelle Leone Carvalho Souza,Arsenal WFC,13.049521064008443,True,76.71,Head,Ground,False,High Pass,Open Play - Shot
172,0.029792977000000002,False,22,Yui Hasegawa,Manchester City WFC,26.006922155457,False,69.75,Right Foot,Ground,False,Ground Pass,Open Play - Shot
173,0.014165305500000001,False,22,Chloe Kelly,Manchester City WFC,32.07132675771304,False,68.8,Right Foot,Ground,False,Ground Pass,Open Play - Shot
174,0.13888618,False,23,Lauren Hemp,Manchester City WFC,18.809572031282364,False,81.44,Left Foot,Ground,False,Ground Pass,Open Play - Shot
175,0.0066961553,False,28,Frida Maanum,Arsenal WFC,25.14358765172544,False,31.67,Right Foot,Ground,False,Unassisted,Open Play - Shot
176,0.027808158000000003,False,33,Chloe Kelly,Manchester City WFC,26.511318337645903,False,76.7,Right Foot,Ground,False,Ground Pass,Open Play - Shot
177,0.018355556000000002,False,38,Alex Greenwood,Manchester City WFC,27.411676344215074,False,91.67,Left Foot,Volley,False,Unassisted,Open Play - Shot
